white,black,regla,ve,gana1,gana2,sindef,turnos
13344,11255,libre,4,52.90,46.63,0.47,9.78
13344,12235,fijo,4,76.03,23.50,0.47,10.09
13344,12235,libre,4,76.07,23.47,0.47,9.66
13344,12245,fijo,4,55.33,43.27,1.40,10.38
13344,12245,libre,4,57.17,42.20,0.63,9.84
13344,12255,fijo,4,50.83,48.23,0.93,10.24
13344,12255,libre,4,52.47,46.73,0.80,9.86
13344,12335,fijo,4,70.63,28.67,0.70,10.14
13344,12335,libre,4,72.90,26.60,0.50,9.66
13344,12345,fijo,4,48.33,50.50,1.17,10.19
13344,12345,libre,4,52.10,47.30,0.60,9.72
13344,12355,fijo,4,46.57,52.53,0.90,10.13
13344,12355,libre,4,48.43,51.27,0.30,9.66
13344,12445,fijo,4,36.40,63.37,0.23,9.96
13344,12445,libre,4,39.00,60.90,0.10,9.70
13344,12455,fijo,4,32.07,67.93,0.00,9.83
13344,12455,libre,4,35.80,64.17,0.03,9.53
13344,22335,fijo,4,66.60,32.67,0.73,10.30
13344,22335,libre,4,71.23,28.10,0.67,9.68
13344,22345,fijo,4,45.70,53.10,1.20,10.32
13344,22345,libre,4,49.33,49.93,0.73,9.79
13344,22355,fijo,4,42.27,57.00,0.73,10.19
13344,22355,libre,4,46.73,53.00,0.27,9.76
13344,22445,fijo,4,30.43,69.37,0.20,10.11
13344,22445,libre,4,35.40,64.60,0.00,9.87
13344,22455,fijo,4,26.63,73.37,0.00,9.93
13344,22455,libre,4,31.57,68.40,0.03,9.70
13344,23345,fijo,4,42.13,57.37,0.50,10.22
13344,23345,libre,4,46.90,52.77,0.33,9.65
13344,23355,fijo,4,39.27,60.33,0.40,9.98
13344,23355,libre,4,44.43,55.33,0.23,9.66
13344,23445,fijo,4,31.90,68.00,0.10,9.97
13344,23445,libre,4,35.17,64.80,0.03,9.74
13344,23455,fijo,4,29.20,70.80,0.00,9.88
13344,23455,libre,4,32.90,67.10,0.00,9.55
13344,24455,fijo,4,23.73,76.27,0.00,9.75
13344,24455,libre,4,27.93,72.03,0.03,9.60
22334,11225,fijo,4,85.43,14.57,0.00,9.69
22334,11225,libre,4,85.50,14.50,0.00,9.28
22334,11235,fijo,4,73.27,26.13,0.60,10.14
22334,11235,libre,4,74.20,25.43,0.37,9.69
22334,11245,fijo,4,54.73,43.93,1.33,10.34
22334,11245,libre,4,56.37,42.73,0.90,9.84
22334,11255,fijo,4,56.80,41.87,1.33,10.28
22334,11255,libre,4,53.73,45.13,1.13,9.91
22334,11335,fijo,4,62.50,36.53,0.97,10.31
22334,11335,libre,4,64.83,34.57,0.60,9.88
22334,11345,fijo,4,39.07,60.10,0.83,10.27
22334,11345,libre,4,43.70,55.73,0.57,9.88
22334,11355,fijo,4,43.20,55.97,0.83,10.19
22334,11355,libre,4,45.70,54.00,0.30,9.76
22334,11445,fijo,4,31.20,68.73,0.07,9.97
22334,11445,libre,4,35.23,64.77,0.00,9.74
22334,11455,fijo,4,30.47,69.53,0.00,9.89
22334,11455,libre,4,33.17,66.83,0.00,9.65
22334,12235,fijo,4,70.73,28.83,0.43,10.07
22334,12235,libre,4,72.63,27.03,0.33,9.74
22334,12245,fijo,4,50.77,47.73,1.50,10.37
22334,12245,libre,4,54.07,45.43,0.50,9.77
22334,12255,fijo,4,51.40,47.47,1.13,10.07
22334,12255,libre,4,52.03,47.27,0.70,9.76
22334,12335,fijo,4,61.23,37.83,0.93,10.15
22334,12335,libre,4,64.03,35.63,0.33,9.67
22334,12345,fijo,4,41.57,57.87,0.57,10.01
22334,12345,libre,4,43.90,55.87,0.23,9.65
22334,12355,fijo,4,43.10,56.30,0.60,10.04
22334,12355,libre,4,44.70,55.13,0.17,9.57
22334,12445,fijo,4,34.60,65.37,0.03,9.84
22334,12445,libre,4,37.37,62.60,0.03,9.64
22334,12455,fijo,4,32.73,67.27,0.00,9.87
22334,12455,libre,4,35.70,64.27,0.03,9.54
22334,13345,fijo,4,34.80,65.20,0.00,9.94
22334,13345,libre,4,39.70,60.27,0.03,9.63
22334,13355,fijo,4,37.70,62.30,0.00,9.73
22334,13355,libre,4,42.43,57.50,0.07,9.56
22334,13445,fijo,4,28.87,71.10,0.03,9.85
22334,13445,libre,4,32.73,67.23,0.03,9.67
22334,13455,fijo,4,27.83,72.17,0.00,9.89
22334,13455,libre,4,31.27,68.70,0.03,9.62
22334,14455,fijo,4,25.93,74.07,0.00,9.65
22334,14455,libre,4,29.53,70.47,0.00,9.52
22344,11225,fijo,4,85.03,14.97,0.00,9.80
22344,11225,libre,4,85.73,14.27,0.00,9.23
22344,11235,fijo,4,77.13,22.33,0.53,10.10
22344,11235,libre,4,76.83,22.70,0.47,9.67
22344,11245,fijo,4,58.93,39.83,1.23,10.31
22344,11245,libre,4,59.13,40.47,0.40,9.65
22344,11255,fijo,4,55.27,43.40,1.33,10.32
22344,11255,libre,4,53.87,45.27,0.87,9.76
22344,11335,fijo,4,69.80,29.60,0.60,10.36
22344,11335,libre,4,73.17,26.43,0.40,9.73
22344,11345,fijo,4,48.27,50.67,1.07,10.41
22344,11345,libre,4,51.77,47.67,0.57,9.77
22344,11355,fijo,4,46.90,51.90,1.20,10.39
22344,11355,libre,4,48.57,50.87,0.57,9.90
22344,11445,fijo,4,34.10,65.60,0.30,10.21
22344,11445,libre,4,38.67,61.00,0.33,9.94
22344,11455,fijo,4,30.17,69.77,0.07,9.96
22344,11455,libre,4,33.73,66.27,0.00,9.70
22344,12235,fijo,4,74.40,25.07,0.53,10.16
22344,12235,libre,4,75.07,24.63,0.30,9.66
22344,12245,fijo,4,55.67,43.03,1.30,10.40
22344,12245,libre,4,57.23,42.33,0.43,9.78
22344,12255,fijo,4,50.43,48.50,1.07,10.25
22344,12255,libre,4,51.37,48.13,0.50,9.66
22344,12335,fijo,4,68.43,30.77,0.80,10.22
22344,12335,libre,4,71.70,27.90,0.40,9.64
22344,12345,fijo,4,49.60,49.60,0.80,10.08
22344,12345,libre,4,52.87,46.63,0.50,9.80
22344,12355,fijo,4,46.10,52.83,1.07,10.24
22344,12355,libre,4,47.40,52.00,0.60,9.86
22344,12445,fijo,4,36.50,63.27,0.23,10.05
22344,12445,libre,4,39.50,60.27,0.23,9.64
22344,12455,fijo,4,31.87,68.13,0.00,9.97
22344,12455,libre,4,35.43,64.57,0.00,9.49
22344,13345,fijo,4,43.60,55.90,0.50,10.18
22344,13345,libre,4,47.50,52.23,0.27,9.79
22344,13355,fijo,4,41.20,58.33,0.47,10.07
22344,13355,libre,4,45.03,54.63,0.33,9.75
22344,13445,fijo,4,32.43,67.33,0.23,10.08
22344,13445,libre,4,37.27,62.60,0.13,9.75
22344,13455,fijo,4,29.00,71.00,0.00,9.98
22344,13455,libre,4,34.43,65.57,0.00,9.63
22344,14455,fijo,4,26.37,73.63,0.00,9.77
22344,14455,libre,4,29.53,70.47,0.00,9.45
23344,11225,fijo,4,87.40,12.60,0.00,9.80
23344,11225,libre,4,86.40,13.60,0.00,9.25
23344,11235,fijo,4,80.97,18.67,0.37,9.96
23344,11235,libre,4,80.87,18.93,0.20,9.55
23344,11245,fijo,4,62.03,36.73,1.23,10.28
23344,11245,libre,4,61.40,37.80,0.80,9.80
23344,11255,fijo,4,58.53,40.27,1.20,10.32
23344,11255,libre,4,56.13,42.87,1.00,9.90
23344,11335,fijo,4,73.87,25.43,0.70,10.23
23344,11335,libre,4,75.73,23.80,0.47,9.60
23344,11345,fijo,4,52.03,46.63,1.33,10.37
23344,11345,libre,4,54.57,44.77,0.67,9.77
23344,11355,fijo,4,48.20,50.63,1.17,10.31
23344,11355,libre,4,49.93,49.37,0.70,9.82
23344,11445,fijo,4,34.27,65.27,0.47,10.22
23344,11445,libre,4,37.10,62.77,0.13,9.93
23344,11455,fijo,4,30.07,69.90,0.03,9.93
23344,11455,libre,4,33.07,66.90,0.03,9.73
23344,12235,fijo,4,80.73,19.03,0.23,9.92
23344,12235,libre,4,80.17,19.60,0.23,9.52
23344,12245,fijo,4,60.20,38.70,1.10,10.25
23344,12245,libre,4,60.43,38.97,0.60,9.76
23344,12255,fijo,4,55.53,43.20,1.27,10.24
23344,12255,libre,4,54.73,44.40,0.87,9.77
23344,12335,fijo,4,74.37,25.13,0.50,10.05
23344,12335,libre,4,76.07,23.67,0.27,9.56
23344,12345,fijo,4,51.63,46.70,1.67,10.32
23344,12345,libre,4,54.77,44.57,0.67,9.76
23344,12355,fijo,4,50.13,48.60,1.27,10.21
23344,12355,libre,4,50.83,48.60,0.57,9.65
23344,12445,fijo,4,38.37,61.30,0.33,10.02
23344,12445,libre,4,40.37,59.43,0.20,9.67
23344,12455,fijo,4,33.80,66.20,0.00,9.77
23344,12455,libre,4,36.90,63.07,0.03,9.50
23344,13345,fijo,4,46.00,53.10,0.90,10.25
23344,13345,libre,4,49.53,50.13,0.33,9.66
23344,13355,fijo,4,42.43,57.00,0.57,10.00
23344,13355,libre,4,47.17,52.57,0.27,9.61
23344,13445,fijo,4,34.67,65.10,0.23,9.97
23344,13445,libre,4,37.13,62.80,0.07,9.69
23344,13455,fijo,4,31.07,68.93,0.00,9.82
23344,13455,libre,4,34.40,65.60,0.00,9.53
23344,14455,fijo,4,26.07,73.93,0.00,9.69
23344,14455,libre,4,29.37,70.63,0.00,9.48
